0,wrd_length,total_char,syl_count,syl_sum,sentiment
"He became greatly frightened at this and made many motions to Dorothy to relieve him, but she could not understand.","[2, 6, 7, 10, 2, 4, 3, 4, 4, 7, 2, 7, 2, 7, 3, 3, 3, 5, 3, 10]",94,[1 2 3 2 1 1 1 1 2 2 1 3 1 3 1 1 0 1 1 3],31,0.65
The Lion was also puzzled to know what was wrong.,"[3, 4, 3, 4, 7, 2, 4, 4, 3, 5]",39,[1 1 1 2 1 1 1 1 1 1],11,-0.5
"But the Scarecrow seized the oil-can from Dorothy's basket and oiled the Woodman's jaws, so that after a few moments he could talk as well as before.","[3, 3, 9, 6, 3, 7, 4, 7, 2, 6, 3, 5, 3, 7, 2, 4, 2, 4, 5, 1, 3, 7, 2, 5, 4, 2, 4, 2, 6]",121,[1 1 3 1 1 2 1 3 0 2 1 1 1 2 0 1 1 1 2 1 1 2 1 1 1 1 1 1 2],37,-0.2
"""This will serve me a lesson,"" said he, ""to look where I step.","[4, 4, 5, 2, 1, 6, 4, 2, 2, 4, 5, 1, 4]",44,[1 1 1 1 1 2 1 1 1 1 1 1 1],14,0.0
"For if I should kill another bug or beetle I should surely cry again, and crying rusts my jaws so that I cannot speak.""","[3, 2, 1, 6, 4, 7, 3, 2, 6, 1, 6, 6, 3, 5, 3, 6, 5, 2, 4, 2, 4, 1, 3, 3, 5]",93,[1 1 1 1 1 3 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 1 1 1 2],31,0.15
"Thereafter he walked very carefully, with his eyes on the road, and when he saw a tiny ant toiling by he would step over it, so as not to harm it.","[10, 2, 6, 4, 9, 4, 3, 4, 2, 3, 4, 3, 4, 2, 3, 1, 4, 3, 7, 2, 2, 5, 4, 4, 2, 2, 2, 3, 2, 4, 2]",112,[4 1 1 2 4 1 1 0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1],40,-0.065
"The Tin Woodman knew very well he had no heart, and therefore he took great care never to be cruel or unkind to anything.","[3, 3, 7, 4, 4, 4, 2, 3, 2, 5, 3, 9, 2, 4, 5, 4, 5, 2, 2, 5, 2, 6, 2, 8]",96,[1 1 2 1 2 1 1 1 1 2 1 3 1 1 2 1 2 1 1 1 1 2 1 3],34,0.0
"""You people with hearts,"" he said, ""have something to guide you, and need never do wrong; but I have no heart, and so I must be very careful.","[3, 6, 4, 6, 2, 4, 4, 9, 2, 5, 3, 3, 4, 5, 2, 5, 3, 1, 4, 2, 5, 3, 2, 1, 4, 2, 4, 7]",105,[1 1 1 2 1 1 1 3 1 1 1 1 0 2 1 1 1 1 1 1 2 1 1 1 1 1 2 3],35,-0.315
"When Oz gives me a heart of course I needn't mind so much.""","[4, 2, 5, 2, 1, 5, 2, 6, 1, 4, 3, 4, 2, 4]",45,[1 1 1 1 1 2 1 1 1 0 0 1 1 1],13,0.2
7.,[1],1,[0],0,0.0
"The Journey to the Great Oz   They were obliged to camp out that night under a large tree in the forest, for there were no houses near.","[3, 7, 2, 3, 5, 2, 4, 4, 7, 2, 4, 3, 4, 5, 5, 1, 5, 4, 2, 3, 6, 3, 5, 4, 2, 6, 4]",105,[1 2 1 1 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2],33,0.371428571429
"The tree made a good, thick covering to protect them from the dew, and the Tin Woodman chopped a great pile of wood with his axe and Dorothy built a splendid fire that warmed her and made her feel less lonely.","[3, 4, 4, 1, 4, 5, 8, 2, 7, 4, 4, 3, 3, 3, 3, 3, 7, 7, 1, 5, 4, 2, 4, 4, 3, 3, 3, 7, 5, 1, 8, 4, 4, 6, 3, 3, 4, 3, 4, 4, 6]",166,"[1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1
 1 1 1 3]",51,0.294444444444
"She and Toto ate the last of their bread, and now she did not know what they would do for breakfast.","[3, 3, 4, 3, 3, 4, 2, 5, 5, 3, 3, 3, 3, 3, 4, 4, 4, 5, 2, 3, 9]",78,[0 1 2 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 3],23,0.0
"""If you wish,"" said the Lion, ""I will go into the forest and kill a deer for you.","[2, 3, 4, 4, 3, 4, 1, 4, 2, 4, 3, 6, 3, 4, 1, 4, 3, 3]",58,[1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1],20,0.0
"You can roast it by the fire, since your tastes are so peculiar that you prefer cooked food, and then you will have a very good breakfast.""","[3, 3, 5, 2, 2, 3, 4, 5, 4, 6, 3, 2, 8, 4, 3, 6, 6, 4, 3, 4, 3, 4, 4, 1, 4, 4, 9]",109,[1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 2 1 1 1 1 1 1 1 1 2 1 3],34,0.91
"""Don't!","[2, 3]",5,[1 0],1,0.0
"Please don't,"" begged the Tin Woodman.","[6, 2, 3, 6, 3, 3, 7]",30,[2 1 0 1 1 1 2],8,0.0
"""I should certainly weep if you killed a poor deer, and then my jaws would rust again.""","[1, 6, 9, 4, 2, 3, 6, 1, 4, 4, 3, 4, 2, 4, 5, 4, 5]",67,[1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2],20,-0.128571428571
"But the Lion went away into the forest and found his own supper, and no one ever knew what it was, for he didn't mention it.","[3, 3, 4, 4, 4, 4, 3, 6, 3, 5, 3, 3, 6, 3, 2, 3, 4, 4, 4, 2, 3, 3, 2, 3, 3, 7, 2]",96,[1 1 1 1 2 2 1 2 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 0 2 1],32,0.6
"And the Scarecrow found a tree full of nuts and filled Dorothy's basket with them, so that she would not be hungry for a long time.","[3, 3, 9, 5, 1, 4, 4, 2, 4, 3, 6, 7, 2, 6, 4, 4, 2, 4, 3, 5, 3, 2, 6, 3, 1, 4, 4]",104,[1 1 3 1 1 1 1 1 1 1 1 3 0 2 1 1 1 1 0 1 1 1 2 1 1 1 1],31,0.233333333333
"She thought this was very kind and thoughtful of the Scarecrow, but she laughed heartily at the awkward way in which the poor creature picked up the nuts.","[3, 7, 4, 3, 4, 4, 3, 10, 2, 3, 9, 3, 3, 7, 8, 2, 3, 7, 3, 2, 5, 3, 4, 8, 6, 2, 3, 4]",125,[0 1 1 1 2 1 1 2 1 1 3 1 0 1 4 1 1 2 1 1 1 1 1 3 1 1 1 1],36,0.176
His padded hands were so clumsy and the nuts were so small that he dropped almost as many as he put in the basket.,"[3, 6, 5, 4, 2, 6, 3, 3, 4, 4, 2, 5, 4, 2, 7, 6, 2, 4, 2, 2, 3, 2, 3, 6]",90,[1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2],28,-0.0166666666667
"But the Scarecrow did not mind how long it took him to fill the basket, for it enabled him to keep away from the fire, as he feared a spark might get into his straw and burn him up.","[3, 3, 9, 3, 3, 4, 3, 4, 2, 4, 3, 2, 4, 3, 6, 3, 2, 7, 3, 2, 4, 4, 4, 3, 4, 2, 2, 6, 1, 5, 5, 3, 4, 3, 5, 3, 4, 3, 2]",140,"[1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1
 1 1]",46,-0.05
"So he kept a good distance away from the flames, and only came near to cover Dorothy with dry leaves when she lay down to sleep.","[2, 2, 4, 1, 4, 8, 4, 4, 3, 6, 3, 4, 4, 4, 2, 5, 7, 4, 3, 6, 4, 3, 3, 4, 2, 5]",101,[1 1 1 1 1 2 2 1 1 1 1 2 1 2 1 2 3 1 1 2 1 0 1 1 1 1],33,0.115555555556
"These kept her very snug and warm, and she slept soundly until morning.","[5, 4, 3, 4, 4, 3, 4, 3, 3, 5, 7, 5, 7]",57,[1 1 1 2 1 1 1 1 0 1 2 2 2],16,0.4
"When it was daylight, the girl bathed her face in a little rippling brook, and soon after they all started toward the Emerald City.","[4, 2, 3, 8, 3, 4, 6, 3, 4, 2, 1, 6, 8, 5, 3, 4, 5, 4, 3, 7, 6, 3, 7, 4]",105,[1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 3 2],31,-0.1875
This was to be an eventful day for the travelers.,"[4, 3, 2, 2, 2, 8, 3, 3, 3, 9]",39,[1 1 1 1 1 3 1 1 1 3],14,0.0
They had hardly been walking an hour when they saw before them a great ditch that crossed the road and divided the forest as far as they could see on either side.,"[4, 3, 6, 4, 7, 2, 4, 4, 4, 3, 6, 4, 1, 5, 5, 4, 7, 3, 4, 3, 7, 3, 6, 2, 3, 2, 4, 5, 3, 2, 6, 4]",130,[1 1 2 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1],39,0.202777777778
"It was a very wide ditch, and when they crept up to the edge and looked into it they could see it was also very deep, and there were many big, jagged rocks at the bottom.","[2, 3, 1, 4, 4, 5, 3, 4, 4, 5, 2, 2, 3, 4, 3, 6, 4, 2, 4, 5, 3, 2, 3, 4, 4, 4, 3, 5, 4, 4, 3, 6, 5, 2, 3, 6]",131,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 1 1 2],42,0.0925
"The sides were so steep that none of them could climb down, and for a moment it seemed that their journey must end.","[3, 5, 4, 2, 5, 4, 4, 2, 4, 5, 5, 4, 3, 3, 1, 6, 2, 6, 4, 5, 7, 4, 3]",91,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1],25,-0.155555555556
"""What shall we do?""","[4, 5, 2, 2]",13,[1 1 1 1],4,0.0
asked Dorothy despairingly.,"[5, 7, 12]",24,[1 3 4],8,0.0
"""I haven't the faintest idea,"" said the Tin Woodman, and the Lion shook his shaggy mane and looked thoughtful.","[1, 4, 3, 3, 8, 4, 4, 3, 3, 7, 3, 3, 4, 5, 3, 6, 4, 3, 6, 10]",87,[1 1 0 1 2 3 1 1 1 2 1 1 1 1 1 2 1 1 1 2],25,0.4
"But the Scarecrow said, ""We cannot fly, that is certain.","[3, 3, 9, 4, 2, 3, 3, 3, 4, 2, 7]",43,[1 1 3 1 1 1 1 1 1 1 2],14,0.507142857143
Neither can we climb down into this great ditch.,"[7, 3, 2, 5, 4, 4, 4, 5, 5]",39,[2 1 1 1 1 2 1 2 1],12,0.322222222222
"Therefore, if we cannot jump over it, we must stop where we are.""","[9, 2, 2, 3, 3, 4, 4, 2, 2, 4, 4, 5, 2, 3]",49,[3 1 1 1 1 1 2 1 1 1 1 1 1 1],17,0.0
"""I think I could jump over it,"" said the Cowardly Lion, after measuring the distance carefully in his mind.","[1, 5, 1, 5, 4, 4, 2, 4, 3, 8, 4, 5, 9, 3, 8, 9, 2, 3, 4]",84,[1 1 1 1 1 2 1 1 1 3 1 2 4 1 2 4 1 1 1],30,-0.1
"""Then we are all right,"" answered the Scarecrow, ""for you can carry us all over on your back, one at a time.""","[4, 2, 3, 3, 5, 8, 3, 9, 3, 3, 3, 5, 2, 3, 4, 2, 4, 4, 3, 2, 1, 4]",80,[1 1 1 1 1 2 1 3 1 1 1 2 1 1 2 1 1 1 1 1 1 1],27,0.142857142857
"""Well, I'll try it,"" said the Lion.","[4, 1, 3, 3, 2, 4, 3, 4]",24,[1 1 0 1 1 1 1 1],7,0.0
"""Who will go first?""","[3, 4, 2, 5]",14,[1 1 1 1],4,0.25
"""I will,"" declared the Scarecrow, ""for, if you found that you could not jump over the gulf, Dorothy would be killed, or the Tin Woodman badly dented on the rocks below.","[1, 4, 8, 3, 9, 3, 2, 3, 5, 4, 3, 5, 3, 4, 4, 3, 4, 7, 5, 2, 6, 2, 3, 3, 7, 5, 6, 2, 3, 5, 5]",129,[1 1 2 1 3 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1 1 1 1 2 2 1 1 1 1 2],40,-0.45
"But if I am on your back it will not matter so much, for the fall would not hurt me at all.""","[3, 2, 1, 2, 2, 4, 4, 2, 4, 3, 6, 2, 4, 3, 3, 4, 5, 3, 4, 2, 2, 3]",68,[1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1],23,0.1
"""I am terribly afraid of falling, myself,"" said the Cowardly Lion, ""but I suppose there is nothing to do but try it.","[1, 2, 8, 6, 2, 7, 6, 4, 3, 8, 4, 3, 1, 7, 5, 2, 7, 2, 2, 3, 3, 2]",88,[1 1 3 2 1 2 2 1 1 3 1 1 1 2 1 1 2 1 1 1 1 1],31,-0.6
"So get on my back and we will make the attempt.""","[2, 3, 2, 2, 4, 3, 2, 4, 4, 3, 7]",36,[1 1 1 1 1 1 1 1 1 1 2],12,0.0
"The Scarecrow sat upon the Lion's back, and the big beast walked to the edge of the gulf and crouched down.","[3, 9, 3, 4, 3, 4, 2, 4, 3, 3, 3, 5, 6, 2, 3, 4, 2, 3, 4, 3, 8, 4]",85,[1 3 1 2 1 1 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1],25,-0.0518518518519
"""Why don't you run and jump?""","[3, 2, 3, 3, 3, 3, 4]",21,[1 1 0 1 1 1 1],6,0.0
asked the Scarecrow.,"[5, 3, 9]",17,[1 1 3],5,0.0
"""Because that isn't the way we Lions do these things,"" he replied.","[7, 4, 2, 3, 3, 3, 2, 5, 2, 5, 6, 2, 7]",51,[2 1 1 0 1 1 1 1 1 1 1 1 2],14,0.0
"Then giving a great spring, he shot through the air and landed safely on the other side.","[4, 6, 1, 5, 6, 2, 4, 7, 3, 3, 3, 6, 6, 2, 3, 5, 4]",70,[1 2 1 2 1 1 1 1 1 1 1 1 3 1 1 2 1],22,0.391666666667
"They were all greatly pleased to see how easily he did it, and after the Scarecrow had got down from his back the Lion sprang across the ditch again.","[4, 4, 3, 7, 7, 2, 3, 3, 6, 2, 3, 2, 3, 5, 3, 9, 3, 3, 4, 4, 3, 4, 3, 4, 6, 6, 3, 5, 5]",119,[1 1 1 3 2 1 1 1 4 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 2 1 1 2],40,0.194444444444
"Dorothy thought she would go next; so she took Toto in her arms and climbed on the Lion's back, holding tightly to his mane with one hand.","[7, 7, 3, 5, 2, 4, 2, 3, 4, 4, 2, 3, 4, 3, 7, 2, 3, 4, 2, 4, 7, 7, 2, 3, 4, 4, 3, 4]",109,[3 1 0 1 1 1 1 0 1 2 1 1 1 1 1 1 1 1 0 1 2 2 1 1 1 1 1 1],30,-0.0595238095238
"The next moment it seemed as if she were flying through the air; and then, before she had time to think about it, she was safe on the other side.","[3, 4, 6, 2, 6, 2, 2, 3, 4, 6, 7, 3, 3, 3, 4, 6, 3, 3, 4, 2, 5, 5, 2, 3, 3, 4, 2, 3, 5, 4]",112,[1 1 2 1 1 1 1 0 1 1 1 1 1 1 1 2 0 1 1 1 1 2 1 0 1 1 1 1 2 1],31,0.125
"The Lion went back a third time and got the Tin Woodman, and then they all sat down for a few moments to give the beast a chance to rest, for his great leaps had made his breath short, and he panted like a big dog that has been running too long.","[3, 4, 4, 4, 1, 5, 4, 3, 3, 3, 3, 7, 3, 4, 4, 3, 3, 4, 3, 1, 3, 7, 2, 4, 3, 5, 1, 6, 2, 4, 3, 3, 5, 5, 3, 4, 3, 6, 5, 3, 2, 6, 4, 1, 3, 3, 4, 3, 4, 7, 3, 4]",190,"[1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1
 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1]",59,0.0493055555556
"They found the forest very thick on this side, and it looked dark and gloomy.","[4, 5, 3, 6, 4, 5, 2, 4, 4, 3, 2, 6, 4, 3, 6]",61,[1 1 1 2 2 1 1 1 1 1 1 1 1 1 2],18,-0.27
"After the Lion had rested they started along the road of yellow brick, silently wondering, each in his own mind, if ever they would come to the end of the woods and reach the bright sunshine again.","[5, 3, 4, 3, 6, 4, 7, 5, 3, 4, 2, 6, 5, 8, 9, 4, 2, 3, 3, 4, 2, 4, 4, 5, 4, 2, 3, 3, 2, 3, 5, 3, 5, 3, 6, 8, 5]",157,[2 1 1 1 1 1 1 2 1 1 1 2 1 3 3 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2],49,0.325
"To add to their discomfort, they soon heard strange noises in the depths of the forest, and the Lion whispered to them that it was in this part of the country that the Kalidahs lived.","[2, 3, 2, 5, 10, 4, 4, 5, 7, 6, 2, 3, 6, 2, 3, 6, 3, 3, 4, 9, 2, 4, 4, 2, 3, 2, 4, 4, 2, 3, 7, 4, 3, 8, 5]",146,[1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1],43,-0.05
"""What are the Kalidahs?""","[4, 3, 3, 8]",18,[1 1 1 3],6,0.0
asked the girl.,"[5, 3, 4]",12,[1 1 1],3,0.0
"""They are monstrous beasts with bodies like bears and heads like tigers,"" replied the Lion, ""and with claws so long and sharp that they could tear me in two as easily as I could kill Toto.","[4, 3, 9, 6, 4, 6, 4, 5, 3, 5, 4, 6, 7, 3, 4, 3, 4, 5, 2, 4, 3, 5, 4, 4, 5, 4, 2, 2, 3, 2, 6, 2, 1, 5, 4, 4]",147,[1 1 2 2 1 2 1 2 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 4 1 1 1 1 2],48,0.0861111111111
"I'm terribly afraid of the Kalidahs.""","[1, 2, 8, 6, 2, 3, 8]",30,[1 0 3 2 1 1 3],11,-0.6
"""I'm not surprised that you are,"" returned Dorothy.","[1, 2, 3, 9, 4, 3, 3, 8, 7]",40,[1 0 1 2 1 1 1 2 3],12,-0.05
"""They must be dreadful beasts.""","[4, 4, 2, 8, 6]",24,[1 1 1 3 2],8,-1.0
The Lion was about to reply when suddenly they came to another gulf across the road.,"[3, 4, 3, 5, 2, 5, 4, 8, 4, 4, 2, 7, 4, 6, 3, 4]",68,[1 1 1 2 1 2 1 3 1 1 1 3 1 2 1 1],23,0.0
But this one was so broad and deep that the Lion knew at once he could not leap across it.,"[3, 4, 3, 3, 2, 5, 3, 4, 4, 3, 4, 4, 2, 4, 2, 5, 3, 4, 6, 2]",70,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1],22,0.03125
"So they sat down to consider what they should do, and after serious thought the Scarecrow said:  ""Here is a great tree, standing close to the ditch.","[2, 4, 3, 4, 2, 8, 4, 4, 6, 2, 3, 5, 7, 7, 3, 9, 4, 4, 2, 1, 5, 4, 8, 5, 2, 3, 5]",116,[1 1 1 1 1 3 1 1 1 1 1 2 2 1 1 3 1 1 1 1 2 1 2 1 1 1 1],35,0.103703703704
"If the Tin Woodman can chop it down, so that it will fall to the other side, we can walk across it easily.""","[2, 3, 3, 7, 3, 4, 2, 4, 2, 4, 2, 4, 4, 2, 3, 5, 4, 2, 3, 4, 6, 2, 6]",81,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 4],29,0.0509259259259
"""That is a first-rate idea,"" said the Lion.","[4, 2, 1, 10, 4, 4, 3, 4]",32,[1 1 1 2 3 1 1 1],11,0.0
"""One would almost suspect you had brains in your head, instead of straw.""","[3, 5, 6, 7, 3, 3, 6, 2, 4, 4, 7, 2, 5]",57,[1 1 2 2 1 1 1 1 1 2 3 1 1],18,0.0
"The Woodman set to work at once, and so sharp was his axe that the tree was soon chopped nearly through.","[3, 7, 3, 2, 4, 2, 4, 3, 2, 5, 3, 3, 3, 4, 3, 4, 3, 4, 7, 6, 7]",82,[1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1],24,-0.0125
"Then the Lion put his strong front legs against the tree and pushed with all his might, and slowly the big tree tipped and fell with a crash across the ditch, with its top branches on the other side.","[4, 3, 4, 3, 3, 6, 5, 4, 7, 3, 4, 3, 6, 4, 3, 3, 5, 3, 6, 3, 3, 4, 6, 3, 4, 4, 1, 5, 6, 3, 5, 4, 3, 3, 8, 2, 3, 5, 4]",158,"[1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
 2 1]",43,0.101666666667
"They had just started to cross this queer bridge when a sharp growl made them all look up, and to their horror they saw running toward them two great beasts with bodies like bears and heads like tigers.","[4, 3, 4, 7, 2, 5, 4, 5, 6, 4, 1, 5, 5, 4, 4, 3, 4, 2, 3, 2, 5, 6, 4, 3, 7, 6, 4, 3, 5, 6, 4, 6, 4, 5, 3, 5, 4, 6]",163,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 1 2 2 1 2 1 2 1 2 1
 2]",47,0.225
"""They are the Kalidahs!""","[4, 3, 3, 8]",18,[1 1 1 3],6,0.0
"said the Cowardly Lion, beginning to tremble.","[4, 3, 8, 4, 9, 2, 7]",37,[1 1 3 1 3 1 1],11,0.0
"""Quick!""",[5],5,[1],1,0.416666666667
cried the Scarecrow.,"[5, 3, 9]",17,[1 1 3],5,0.0
"""Let us cross over.""","[3, 2, 5, 4]",14,[1 1 1 2],5,0.0
"So Dorothy went first, holding Toto in her arms, the Tin Woodman followed, and the Scarecrow came next.","[2, 7, 4, 5, 7, 4, 2, 3, 4, 3, 3, 7, 8, 3, 3, 9, 4, 4]",82,[1 3 1 1 2 2 1 1 1 1 1 2 2 1 1 3 1 1],26,0.125
"The Lion, although he was certainly afraid, turned to face the Kalidahs, and then he gave so loud and terrible a roar that Dorothy screamed and the Scarecrow fell over backward, while even the fierce beasts stopped short and looked at him in surprise.","[3, 4, 8, 2, 3, 9, 6, 6, 2, 4, 3, 8, 3, 4, 2, 4, 2, 4, 3, 8, 1, 4, 4, 7, 8, 3, 3, 9, 4, 4, 8, 5, 4, 3, 6, 6, 7, 5, 3, 6, 2, 3, 2, 8]",203,"[1 1 2 1 1 3 2 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1 1 3 2 1 1 3 1 2 2 1 2 1 2 2 1
 1 1 1 1 1 1 2]",62,-0.375
"But, seeing they were bigger than the Lion, and remembering that there were two of them and only one of him, the Kalidahs again rushed forward, and the Lion crossed over the tree and turned to see what they would do next.","[3, 6, 4, 4, 6, 4, 3, 4, 3, 11, 4, 5, 4, 3, 2, 4, 3, 4, 3, 2, 3, 3, 8, 5, 6, 7, 3, 3, 4, 7, 4, 3, 4, 3, 6, 2, 3, 4, 4, 5, 2, 4]",175,"[1 1 1 1 2 1 1 1 1 4 1 1 1 1 1 1 1 2 1 1 1 1 3 2 1 2 1 1 1 1 2 1 1 1 1 1 1
 1 1 1 1 1]",52,0.0
Without stopping an instant the fierce beasts also began to cross the tree.,"[7, 8, 2, 7, 3, 6, 6, 4, 5, 2, 5, 3, 4]",62,[2 2 1 2 1 2 2 2 2 1 1 1 1],20,0.0
"And the Lion said to Dorothy:  ""We are lost, for they will surely tear us to pieces with their sharp claws.","[3, 3, 4, 4, 2, 7, 2, 3, 4, 3, 4, 4, 6, 4, 2, 2, 6, 4, 5, 5, 5]",82,[1 1 1 1 1 3 1 1 1 1 1 1 3 2 1 1 2 1 1 1 1],27,0.1875
"But stand close behind me, and I will fight them as long as I am alive.""","[3, 5, 5, 6, 2, 3, 1, 4, 5, 4, 2, 4, 2, 1, 2, 5]",54,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2],18,-0.116666666667
"""Wait a minute!""","[4, 1, 6]",11,[1 1 2],4,0.0
called the Scarecrow.,"[6, 3, 9]",18,[1 1 3],5,0.0
"He had been thinking what was best to be done, and now he asked the Woodman to chop away the end of the tree that rested on their side of the ditch.","[2, 3, 4, 8, 4, 3, 4, 2, 2, 4, 3, 3, 2, 5, 3, 7, 2, 4, 4, 3, 3, 2, 3, 4, 4, 6, 2, 5, 4, 2, 3, 5]",115,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1],35,1.0
"The Tin Woodman began to use his axe at once, and, just as the two Kalidahs were nearly across, the tree fell with a crash into the gulf, carrying the ugly, snarling brutes with it, and both were dashed to pieces on the sharp rocks at the bottom.","[3, 3, 7, 5, 2, 3, 3, 3, 2, 4, 3, 4, 2, 3, 3, 8, 4, 6, 6, 3, 4, 4, 4, 1, 5, 4, 3, 4, 8, 3, 4, 8, 6, 4, 2, 3, 4, 4, 6, 2, 6, 2, 3, 5, 5, 2, 3, 6]",192,"[1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 3 1 3 2 1 1 1 1 1 1 2 1 1 2 1 2 2 1 1 1 1 1
 1 1 1 2 1 1 1 1 1 1 2]",61,-0.241666666667
"""Well,"" said the Cowardly Lion, drawing a long breath of relief, ""I see we are going to live a little while longer, and I am glad of it, for it must be a very uncomfortable thing not to be alive.","[4, 4, 3, 8, 4, 7, 1, 4, 6, 2, 6, 1, 3, 2, 3, 5, 2, 4, 1, 6, 5, 6, 3, 1, 2, 4, 2, 2, 3, 2, 4, 2, 1, 4, 13, 5, 3, 2, 2, 5]",147,"[1 1 1 3 1 2 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 4 1 1
 1 1 2]",52,-0.0251893939394
"Those creatures frightened me so badly that my heart is beating yet.""","[5, 9, 10, 2, 2, 5, 4, 2, 5, 2, 7, 3]",56,[1 3 2 1 1 2 1 1 2 1 3 1],19,-0.7
"""Ah,"" said the Tin Woodman sadly, ""I wish I had a heart to beat.""","[2, 4, 3, 3, 7, 5, 1, 4, 1, 3, 1, 5, 2, 4]",45,[1 1 1 1 2 2 1 1 1 1 1 2 1 2],18,-0.5
"This adventure made the travelers more anxious than ever to get out of the forest, and they walked so fast that Dorothy became tired, and had to ride on the Lion's back.","[4, 9, 4, 3, 9, 4, 7, 4, 4, 2, 3, 3, 2, 3, 6, 3, 4, 6, 2, 4, 4, 7, 6, 5, 3, 3, 2, 4, 2, 3, 4, 2, 4]",135,[1 3 1 1 3 1 2 1 2 1 1 1 1 1 2 1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 0 1],42,0.01
"To their great joy the trees became thinner the farther they advanced, and in the afternoon they suddenly came upon a broad river, flowing swiftly just before them.","[2, 5, 5, 3, 3, 5, 6, 7, 3, 7, 4, 8, 3, 2, 3, 9, 4, 8, 4, 4, 1, 5, 5, 7, 7, 4, 6, 4]",134,[1 1 2 1 1 0 2 2 1 2 1 2 1 1 1 3 1 3 1 2 1 1 2 2 2 1 2 1],41,0.4125
"On the other side of the water they could see the road of yellow brick running through a beautiful country, with green meadows dotted with bright flowers and all the road bordered with trees hanging full of delicious fruits.","[2, 3, 5, 4, 2, 3, 5, 4, 5, 3, 3, 4, 2, 6, 5, 7, 7, 1, 9, 7, 4, 5, 7, 6, 4, 6, 7, 3, 3, 3, 4, 8, 4, 5, 7, 4, 2, 9, 6]",184,"[1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 2 1 1 4 2 1 1 3 1 1 1 2 1 1 1 1 2 1 0 2 1 1
 3 1]",53,0.367857142857
They were greatly pleased to see this delightful country before them.,"[4, 4, 7, 7, 2, 3, 4, 10, 7, 6, 4]",58,[1 1 3 2 1 1 1 3 2 2 1],18,0.75
"""How shall we cross the river?""","[3, 5, 2, 5, 3, 5]",23,[1 1 1 1 1 2],7,0.0
asked Dorothy.,"[5, 7]",12,[1 3],4,0.0
"""That is easily done,"" replied the Scarecrow.","[4, 2, 6, 4, 7, 3, 9]",35,[1 1 4 1 2 1 3],13,0.433333333333
